index_col,content,data,like,place,tags
499,올해의 색은 보라색이니까 보라보라하게????.#올해의색 #팬톤컬러 #울트라바이올렛 #보라색 #나는야 #네일유목민 #네일떠돌이#이번엔 #생화네일 #자개네일 #보라보라네일 #토니앤네일,2018-05-30,13,,"['#올해의색', '#팬톤컬러', '#울트라바이올렛', '#보라색', '#나는야', '#네일유목민', '#네일떠돌이', '#이번엔', '#생화네일', '#자개네일', '#보라보라네일', '#토니앤네일']"
500,.#얼룩없는탈색#뿌리탈색#처음부터한번에작업한것처럼#no보정#트렌드컬러#바이올렛애쉬#팬톤컬러#올해의색#ultraviolet#울트라바이올렛#머리하는여자#까사델헤어제이실장#까사델헤어#공덕미용실#마포미용실#대흥미용실#공원뷰미용실#마포#공덕#대흥#염리동#경의선숲길#염색잘하는미용실#애견동반미용실#쟁이no1#예약우선제,2018-05-26,34,CASA del Hair - 까사델헤어 -쟁이No.1,"['#얼룩없는탈색', '#뿌리탈색', '#처음부터한번에작업한것처럼', '#no보정', '#트렌드컬러', '#바이올렛애쉬', '#팬톤컬러', '#올해의색', '#ultraviolet', '#울트라바이올렛', '#머리하는여자', '#까사델헤어제이실장', '#까사델헤어', '#공덕미용실', '#마포미용실', '#대흥미용실', '#공원뷰미용실', '#마포', '#공덕', '#대흥', '#염리동', '#경의선숲길', '#염색잘하는미용실', '#애견동반미용실', '#쟁이no1', '#예약우선제']"
501,30대 마지막생일 ㅜㅜ#생일#이건3일전#현재는 #독박육아중#꽃 #수국#올해의색#울트라바이올렛#내친구#센스쟁이#오랜친구#20년지기#감동#날씨#대박#장유핫플레이스#세인즈가든#난괜찮다ㅜㅜ,2018-05-26,24,세인즈가든,"['#생일', '#이건3일전', '#현재는', '#독박육아중', '#꽃', '#수국', '#올해의색', '#울트라바이올렛', '#내친구', '#센스쟁이', '#오랜친구', '#20년지기', '#감동', '#날씨', '#대박', '#장유핫플레이스', '#세인즈가든', '#난괜찮다ㅜㅜ']"
502,#Repost @yw._.12 (@get_repost)...햄스터를 좋아하시는분이 색감이쁘게 찍어주셨네요~위에 2장은 핑크로 아래 2장은 새로운 보라색!!핑크와 보라 정말 이쁘게나오지않나요???햄스터 사랑 영원하시구 이쁘게 오래키우시길 바랄께용~!...#부산#덕천#인생네컷_덕천 #덕천인생네컷#인생네컷#네컷사진#올해의색#보라색#핑크색#햄스터#셀카#색감#덕천핫플#덕천다이소#젊음의거리#머리띠#스티커사진#24시,2018-05-24,21,덕천인생네컷,"['#Repost', '#부산', '#덕천', '#인생네컷_덕천', '#덕천인생네컷', '#인생네컷', '#네컷사진', '#올해의색', '#보라색', '#핑크색', '#햄스터', '#셀카', '#색감', '#덕천핫플', '#덕천다이소', '#젊음의거리', '#머리띠', '#스티커사진', '#24시']"
503,.참 곱다 이 말 밖에는...#린넨 #린넨스카프 #색감깡패..........#프랑스린넨 #프랑스리넨 #linen #frenchlinen #madeinfrance #scarf #fashion #패션 #ootd #남녀공용 #편집샵 #수입편집샵 #파스텔 #올해의색 #color #쇼핑 #봄 #백현동카페거리 #판교카페거리 #리빙샵 #리빙편집샵 #living,2018-05-24,64,하우즈하우스,"['#린넨', '#린넨스카프', '#색감깡패..........', '#프랑스린넨', '#프랑스리넨', '#linen', '#frenchlinen', '#madeinfrance', '#scarf', '#fashion', '#패션', '#ootd', '#남녀공용', '#편집샵', '#수입편집샵', '#파스텔', '#올해의색', '#color', '#쇼핑', '#봄', '#백현동카페거리', '#판교카페거리', '#리빙샵', '#리빙편집샵', '#living']"
504,사무실 뉴 키보드와 마우스#키보드 #COX #CK900S2 #크리스탈 #바이올렛 #울트라바이올렛 #팬톤 #올해의색 #카일광축 #클릭 #무접점#마우스 #로지텍 #logitech #Gpro,2018-05-21,28,,"['#키보드', '#COX', '#CK900S2', '#크리스탈', '#바이올렛', '#울트라바이올렛', '#팬톤', '#올해의색', '#카일광축', '#클릭', '#무접점', '#마우스', '#로지텍', '#logitech', '#Gpro']"
505,#연보라#울트라바이올렛#올해의색,2018-05-17,21,,"['#연보라', '#울트라바이올렛', '#올해의색']"
506,"-저 못생긴애 누구냐구 저런털은 첨본다구 ?? ,,#올해의색 #? #바이올렛 ..?? ....#문몽구 #강아지인형 #무섭 #반려견 #멍셀카 #멍셀피 #독스타그램 #멍스타그램 #댕댕이 #멍멍이 #말티즈 #말티그램 #졸귀 #강아지 #도기 #?? #?? #펫 #펫스타그램 #인스타펫 #펫스타 #견스타 #견스타그램 #강아지 #dog #dogstagram #doggy",2018-05-10,54,,"['#올해의색', '#?', '#바이올렛', '#문몽구', '#강아지인형', '#무섭', '#반려견', '#멍셀카', '#멍셀피', '#독스타그램', '#멍스타그램', '#댕댕이', '#멍멍이', '#말티즈', '#말티그램', '#졸귀', '#강아지', '#도기', '#??', '#??', '#펫', '#펫스타그램', '#인스타펫', '#펫스타', '#견스타', '#견스타그램', '#강아지', '#dog', '#dogstagram', '#doggy']"
507,"다가오는 #스승의날 보라보라 꽃바구니 :)..#올해의색#군포꽃집#산본꽃집#금정꽃집#금정역꽃집#금정역#안양#산본#군포#꽃다발#꽃바구니#이벤트#꽃선물#선물#플라워클래스#센터피스#선물추천#스승의날꽃#선생님#선생님선물..FLOWER STUDIO kotdeul 스튜디오꽃들 경기도 군포시 공단로 356-54, 1층 114호 (산본동, 금정삼성쉐르빌)카카오플러스친구 ; kotdeul031.459.9979",2018-05-10,140,,"['#스승의날', '#올해의색', '#군포꽃집', '#산본꽃집', '#금정꽃집', '#금정역꽃집', '#금정역', '#안양', '#산본', '#군포', '#꽃다발', '#꽃바구니', '#이벤트', '#꽃선물', '#선물', '#플라워클래스', '#센터피스', '#선물추천', '#스승의날꽃', '#선생님', '#선생님선물..FLOWER']"
508,??보라색??#요새 #보라색 #좋아 #널디 #옷 #예뻐 #cu #cu편의점 #홍보대사 #케케케 #널디져지 #올해의색 #일상 #데일리룩 #데일리스타그램 #22살 #대구 #경산 #동네 #마실,2018-05-10,42,,"['#요새', '#보라색', '#좋아', '#널디', '#옷', '#예뻐', '#cu', '#cu편의점', '#홍보대사', '#케케케', '#널디져지', '#올해의색', '#일상', '#데일리룩', '#데일리스타그램', '#22살', '#대구', '#경산', '#동네', '#마실']"
509,po바이올렛wer..#2018 #최졍5월#올해의색#연보라#여름아이템#violet#lavender#제주비하인드#최졍여행,2018-05-07,4,,"['#2018', '#최졍5월', '#올해의색', '#연보라', '#여름아이템', '#violet', '#lavender', '#제주비하인드', '#최졍여행']"
510,?????????????????????????? .....#첫줄안녕 #소통 #소통해요 #바이올렛 #violet #color #여리여리 #청순원피스 #실물갑 #컬러감이뻐 #올해의색 #데이트룩 #트윈룩 #시밀러룩 #보라 #넘나 #이뻐 #이설레임끝에 #에스텔라 이색감은 실물이 더 여리여리 청순미 뿜뿜!! 사진기술 부족으로 늘 실물이 훨씬 훠얼씬 예쁜 옷들인데 표현이 부족했네요!!! 정진해볼께요!!! 청순하고 싶은날은 요 원피스입니다!!,2018-05-06,45,,"['#첫줄안녕', '#소통', '#소통해요', '#바이올렛', '#violet', '#color', '#여리여리', '#청순원피스', '#실물갑', '#컬러감이뻐', '#올해의색', '#데이트룩', '#트윈룩', '#시밀러룩', '#보라', '#넘나', '#이뻐', '#이설레임끝에', '#에스텔라']"
511,안녕하세요다미 플라워 앤 데코 입니다흔한 빨강 분홍 말고 이번 어버이날 에는!?!?!?!투톤 보라색 카네이션은 사랑 입니다??---#다미플라워앤데코 #어버이날 #어버이날선물 #카네이션 #제천꽃집추천 #제천꽃배달 #제천시 #제천꽃꽂이 #제천꽃레슨 #제천꽃다발 #제천꽃바구니 #제천꽃수업 #제천시하소동 #부부아님 #친남매 #보라색 #올해의색 #바이올렛 #보라돌이 #텔레토비 #내가 산거 아님 #타짜 #구라 #손모가지조심,2018-05-06,21,DAMI Flower & DECO,"['#다미플라워앤데코', '#어버이날', '#어버이날선물', '#카네이션', '#제천꽃집추천', '#제천꽃배달', '#제천시', '#제천꽃꽂이', '#제천꽃레슨', '#제천꽃다발', '#제천꽃바구니', '#제천꽃수업', '#제천시하소동', '#부부아님', '#친남매', '#보라색', '#올해의색', '#바이올렛', '#보라돌이', '#텔레토비', '#내가', '#타짜', '#구라', '#손모가지조심']"
512,Pantone dos#팬톤 #울트라바이올렛 #올해의색 #청거북 #리버쿠터,2018-05-05,8,,"['#팬톤', '#울트라바이올렛', '#올해의색', '#청거북', '#리버쿠터']"
513,"아껴뒀던 수국이랑 바이올렛 린넨천 드뎌 개시! 찜해뒀던 선글라스파우치 만들기 도전~두꺼운 접착솜 여러겹에도 끄덕없는 나의 부라더미싱 j17s덕에 딸아이가 필통으로 탐내는 예쁜 올해의 색, 바이올렛으로 멋스러운 파우치 완성! 뿌듯뿌듯?? 리본으로 여밀 수 있는 파우치 하나더 도전~ 작은 크로스백에 쏘옥 넣어다닐 수 있어서 활용도 만점, 실용적이라 더 좋으넹!.#선글라스파우치#안경파우치#패브릭소품#부라더미싱#부라더미싱j17s#j17s#부라더미싱소잉콘테스트#소잉콘테스트#보라색소잉템만들기#울트라바이올렛#올해의색#보라색#일상#일상그램#취미#바느질#바느질소품#선글라스파우치만들기",2018-05-02,19,,"['#선글라스파우치', '#안경파우치', '#패브릭소품', '#부라더미싱', '#부라더미싱j17s', '#j17s', '#부라더미싱소잉콘테스트', '#소잉콘테스트', '#보라색소잉템만들기', '#울트라바이올렛', '#올해의색', '#보라색', '#일상', '#일상그램', '#취미', '#바느질', '#바느질소품', '#선글라스파우치만들기']"
514,#첫줄...안녕하세요~!이번에 여러분들 시험기간 끝나고 블라인드 색상을 바꿔보았습니다??#올해의색#보라색 이랑 #오렌지 색상으로 바꿨습니다!색상이 정말 이쁘게 나오지않았나요?블라인드를 내리시구 사진찍고 필터설정하실때#흐린어둡게 를 선택하시면 위색상처럼 진하게 나옵니다.??(화면과 실제색은 다소 차이가 있습니다.)이쁜색상 새로운 분위기로 단장한 덕천인생네컷 많이 방문해주세요~!..*블라인드를 조심히 다뤄주세요. 모두가 사용하는 물품이나보니 파손이 주로 일어납니다. 조심스럽게 사용해주시고 사용후 블라인드를 꼭 원래대로 올려주세요!*...#부산#덕천#덕천인생네컷#인생네컷_덕천#덕천핫플#블라인드#롤스크린#블커#네컷사진#진보라#이쁜색#직딩#대딩#고딩#중딩#초딩#분위기#분위기전환#시험끝#우정사진#커플사진#life4cut#fff#선팔#맞팔,2018-05-01,52,덕천인생네컷,"['#첫줄...안녕하세요~!이번에', '#올해의색', '#보라색', '#오렌지', '#흐린어둡게', '#부산', '#덕천', '#덕천인생네컷', '#인생네컷_덕천', '#덕천핫플', '#블라인드', '#롤스크린', '#블커', '#네컷사진', '#진보라', '#이쁜색', '#직딩', '#대딩', '#고딩', '#중딩', '#초딩', '#분위기', '#분위기전환', '#시험끝', '#우정사진', '#커플사진', '#life4cut', '#fff', '#선팔', '#맞팔']"
515,2018.04.29 #센다이어리날씨 좋고~#올해의색 #바이올렛 #21 #스물하나 #daily #주일,2018-04-29,56,,"['#센다이어리날씨', '#올해의색', '#바이올렛', '#21', '#스물하나', '#daily', '#주일']"
516,#연보라#올해의색 #꽂힘#망원동맛집 #망리단길 #더탭스 #분위기깡패 #맛깡패#thetabs #수제맥주 #ipa천국#형님선물 #구찌갱 #gucci현하한테 언니같은 누나만 돼도 욘석 연애가 두배는 평탄할듯#결혼추천 #연애같은결혼 #연말결,2018-04-28,46,,"['#연보라', '#올해의색', '#꽂힘', '#망원동맛집', '#망리단길', '#더탭스', '#분위기깡패', '#맛깡패', '#thetabs', '#수제맥주', '#ipa천국', '#형님선물', '#구찌갱', '#gucci현하한테', '#결혼추천', '#연애같은결혼', '#연말결']"
517,#사첼백 #핸드메이드#퍼플#올해의색#망#개망#수정해야함#가죽가방#가죽사첼,2018-04-27,22,,"['#사첼백', '#핸드메이드', '#퍼플', '#올해의색', '#망', '#개망', '#수정해야함', '#가죽가방', '#가죽사첼']"
518,#난초 #아티스트 #일러스트 #수채화 #그림 #한국화 #사군자 #아트 #밤풍경 #초승달 #달 #연보라 #올해의색 #팬톤 #어느밤 #평화 #그림그리기 #예술가 #예술 #art #artist #design #drawing #moon,2018-04-27,17,,"['#난초', '#아티스트', '#일러스트', '#수채화', '#그림', '#한국화', '#사군자', '#아트', '#밤풍경', '#초승달', '#달', '#연보라', '#올해의색', '#팬톤', '#어느밤', '#평화', '#그림그리기', '#예술가', '#예술', '#art', '#artist', '#design', '#drawing', '#moon']"
519,#Repost @kelly._.02 (@get_repost)???유럽 여행이 미뤄져서 네일 빨리 받을 수 있다는게 티켓팅 취소의 그나마 위안되는점이랄까ㅎ이번거는 군더더기 없이 맘에 쏙든다-?? 샵도 예쁘고 잘하고 심지어 우리집 바로밑! 매번 다른곳 다니던 세월도 안녕?? 회원끊고 요기 정착>_<...#대전#유성네일#유성온천#유성온천네일샵#네일샵#올해의색#울트라바이올렛#바이올렛#보라보라#핑크#유성네일앤쇼#네일앤쇼#예쁜네일#봄네일#팔로우#좋아요#일상#데일리#인스타데일리#like4like#follow#instadaily#daily#nail#nail&show#nailart#violetnail세상 예쁜 인증샷???? 감사해용♡♡ㅋㅋㅋㅋ.?? 꼭 지켜주세요 ??? 노쇼 안돼요 ?? 예약 매너 부탁드려요 ?? 노쇼 시 다음 예약부터 예약금 3만원 받아요 ?? 늦으실 땐 미리 연락주세요 ?,2018-04-26,49,네일앤쇼,"['#Repost', '#대전', '#유성네일', '#유성온천', '#유성온천네일샵', '#네일샵', '#올해의색', '#울트라바이올렛', '#바이올렛', '#보라보라', '#핑크', '#유성네일앤쇼', '#네일앤쇼', '#예쁜네일', '#봄네일', '#팔로우', '#좋아요', '#일상', '#데일리', '#인스타데일리', '#like4like', '#follow', '#instadaily', '#daily', '#nail', '#nail&show', '#nailart', '#violetnail세상']"
520,..#점심모임 #점심스타그램 #맛스타그램#맛나다그램 #초밥 #왕새우튀김.공기도 좋고 햇살도 좋은 오늘좋은 사람들과 점심을 같이 했어요^^함께한 이들이 좋아 시간이 눈 깜짝할 새 지나가 버리네요????...#엄마일상 #초등맘 #아들맘#ootd #오오티디 #올해의색 #보라색 #보라셔츠#이소 #yiso.,2018-04-25,45,"Seoul, South Korea","['#점심모임', '#점심스타그램', '#맛스타그램', '#맛나다그램', '#초밥', '#왕새우튀김.공기도', '#엄마일상', '#초등맘', '#아들맘', '#ootd', '#오오티디', '#올해의색', '#보라색', '#보라셔츠', '#이소', '#yiso.']"
521,행복한 귀걸이 소비??????너무 예뻐서 한 번에 5개나 질러버렸다^^...디자인은 주로 여성스러운 것부터 살짝 키치한 느낌까지 드는 편!퍼플문이라서 그런지 올해의 색이라 그런지 보라보라한 제품들이 많다(나는 심장을 부여잡는다)그리고 가격이 굉장히 착하다????한번쯤 들어가서 구경해보시길????@purple__moon_ #귀걸이 #핸드메이드 #핸드메이드귀걸이 #귀걸이추천 #예쁜귀걸이 #키치귀걸이 #보라색 #울트라바이올렛 #올해의컬러 #올해의색 #악세사리 #액세서리 #이어링 #드롭이어링 #드롭귀걸이 #핸드메이드이어링 #쿠키몬스터 #인형뽑기 #친구가_장사를_시작했어요핸드폰 전면 카메라 화질 안습??,2018-04-20,27,,"['#귀걸이', '#핸드메이드', '#핸드메이드귀걸이', '#귀걸이추천', '#예쁜귀걸이', '#키치귀걸이', '#보라색', '#울트라바이올렛', '#올해의컬러', '#올해의색', '#악세사리', '#액세서리', '#이어링', '#드롭이어링', '#드롭귀걸이', '#핸드메이드이어링', '#쿠키몬스터', '#인형뽑기', '#친구가_장사를_시작했어요핸드폰']"
